concept_id,publish,domain,variable_type,instance_type,audit_note
SMOKE_DETECTOR_IN_HOME,TRUE,Social & Neighborhood,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Limited source descriptions.
SMOKING_IN_BED_IN_HOUSEHOLD,TRUE,Social & Neighborhood,survey_response,single,"Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Although tobacco is involved, the question measures fire safety risk rather than substance use patterns; domain assigned as 'Social & Neighborhood' consistent with SMOKE_DETECTOR_IN_HOME and related household safety items."
VIOLENCE_EPISODES_WITH_FAMILY_MEMBER,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Reference period not specified in source description.
VIOLENCE_EPISODES_WITH_SOMEONE_KNOWN,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Reference period not specified in source description.
VIOLENCE_EPISODES_WITH_SOMEONE_UNKNOWN,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Reference period not specified in source description.
VIOLENCE_EPISODES_WITH_SPOUSE_OR_LOVER,TRUE,Psychosocial,survey_response,single,Family listed as Dietary Assessment (Follow-up) but form is Safety/Accident Questionnaire — likely a metadata mismatch. Reference period not specified in source description.
CALCIUM_INTAKE_DIET_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Diet-only component; paired with CALCIUM_INTAKE_DIET_PLUS_SUPP_MG which includes supplements.
CALCIUM_INTAKE_DIET_PLUS_SUPP_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Combined diet+supplement variant; paired with CALCIUM_INTAKE_DIET_MG.
CARBOHYDRATE_INTAKE_G,TRUE,Diet,derived_score,single,Limited source descriptions.
CAROTENE_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
CHOLESTEROL_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
DIETARY_FIBER_INTAKE_G,TRUE,Diet,derived_score,single,Limited source descriptions.
IRON_INTAKE_DIET_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Diet-only component; paired with IRON_INTAKE_DIET_PLUS_SUPP_MG.
IRON_INTAKE_DIET_PLUS_SUPP_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Combined diet+supplement variant; paired with IRON_INTAKE_DIET_MG.
LINOLEIC_ACID_INTAKE_G,TRUE,Diet,derived_score,single,Limited source descriptions.
NIACIN_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
OLEIC_ACID_INTAKE_G,TRUE,Diet,derived_score,single,Limited source descriptions.
PERCENT_KCAL_FROM_CARBOHYDRATE,TRUE,Diet,derived_score,single,Limited source descriptions. Units not specified in source; percent assumed.
PERCENT_KCAL_FROM_FAT,TRUE,Diet,derived_score,single,Limited source descriptions. Units not specified in source; percent assumed.
PERCENT_KCAL_FROM_PROTEIN,TRUE,Diet,derived_score,single,Limited source descriptions. Units not specified in source; percent assumed.
PHOSPHORUS_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
POLYUNSATURATED_SATURATED_FAT_RATIO,TRUE,Diet,derived_score,single,Limited source descriptions.
POTASSIUM_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
PROTEIN_INTAKE_G,TRUE,Diet,derived_score,single,Limited source descriptions.
RETINOL_EQUIVALENTS_INTAKE,TRUE,Diet,derived_score,single,Limited source descriptions. Units not specified in source description.
RETINOL_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Retinol is commonly reported in mcg or IU; mg unit per source should be verified.
RIBOFLAVIN_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
SATURATED_FAT_INTAKE_G,TRUE,Diet,derived_score,single,Limited source descriptions.
SODIUM_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
SODIUM_POTASSIUM_RATIO,TRUE,Diet,derived_score,single,Limited source descriptions.
SPECIAL_DIET_FIRST,TRUE,Diet,survey_response,single,Limited source descriptions. Value labels not provided; encoded categories unknown. First in a sequence of up to two special diets reported; see SPECIAL_DIET_SECOND.
SPECIAL_DIET_SECOND,TRUE,Diet,survey_response,single,Limited source descriptions. Value labels not provided; encoded categories unknown. Second in a sequence of up to two special diets reported; see SPECIAL_DIET_FIRST.
THIAMINE_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions.
TOTAL_CALORIC_INTAKE,TRUE,Diet,derived_score,single,Limited source descriptions. Units not explicitly stated in source description; kilocalories (kcal) are implied by related percent-kcal variables.
TOTAL_FAT_INTAKE_G,TRUE,Diet,derived_score,single,Limited source descriptions.
VITAMIN_A_INTAKE_DIET_IU,TRUE,Diet,derived_score,single,Limited source descriptions. Diet-only component; paired with VITAMIN_A_INTAKE_DIET_PLUS_SUPP_IU.
VITAMIN_A_INTAKE_DIET_PLUS_SUPP_IU,TRUE,Diet,derived_score,single,Limited source descriptions. Combined diet+supplement variant; paired with VITAMIN_A_INTAKE_DIET_IU.
VITAMIN_B_INTAKE_DIET_PLUS_SUPP_MG,TRUE,Diet,derived_score,single,"Limited source descriptions. Source description does not specify which vitamin B (e.g., B6, B12); specific B vitamin should be verified. No corresponding diet-only counterpart identified in this family."
VITAMIN_C_INTAKE_DIET_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Diet-only component; paired with VITAMIN_C_INTAKE_DIET_PLUS_SUPP_MG.
VITAMIN_C_INTAKE_DIET_PLUS_SUPP_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Combined diet+supplement variant; paired with VITAMIN_C_INTAKE_DIET_MG.
VITAMIN_D_SUPPLEMENT_INTAKE_MG,TRUE,Diet,derived_score,single,Limited source descriptions. Vitamin D is commonly reported in IU or mcg; mg unit per source should be verified.
VITAMIN_E_SUPPLEMENT_INTAKE_IU,TRUE,Diet,derived_score,single,Limited source descriptions.
FAST_FOOD_EATING_COUNT,TRUE,Diet,survey_response,single,Limited source descriptions. Intended to be interpreted alongside FAST_FOOD_EATING_FREQUENCY for a complete rate.
FAST_FOOD_EATING_FREQUENCY,TRUE,Diet,survey_response,single,Limited source descriptions. This is a frequency denominator (week or month) to accompany FAST_FOOD_EATING_COUNT.
HEART_ATTACK_CAUSE_RESPONSES,TRUE,Psychosocial,survey_response,multi_response,"Source descriptions label the variables as responses #1, #2, #3, #4, #5 but the order in the descriptions is inconsistent (resp #4 listed before #3). Variable C35RESP3 description ends with 'Q1' (no space) while others use 'Q 1' — minor formatting inconsistency. The five variables represent parallel response slots within a single survey question, not repeated measurements across time or conditions."
HEART_ATTACK_CAUSE_RESPONSE_COUNT,TRUE,Psychosocial,derived_score,single,"C35COUNT is a computed count derived from the individual response variables (C35RESP1–C35RESP5), not a direct survey response. Source description truncated in source ('MAX OF 5' appears cut off)."
NUTRITION_LABEL_READING_FREQUENCY,TRUE,Diet,survey_response,single,
PERCEIVED_BLOOD_PRESSURE_STATUS,TRUE,Psychosocial,survey_response,single,
PERCEIVED_CHOLESTEROL_STATUS,TRUE,Psychosocial,survey_response,single,
PRIMARY_RISK_FACTOR_KNOWLEDGE_SCORE,TRUE,Psychosocial,derived_score,single,Limited source descriptions. It is not specified which three risk factors are considered 'primary'; derivation criteria not documented in provided descriptions.
READING_LABEL_INFO_CALORIES,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_CHOLESTEROL,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_FATS,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_FIBER,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_GENERAL_INGREDIENTS,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_OTHER,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown. 'Other information' is not further specified.
READING_LABEL_INFO_PRESERVATIVES,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_SALT_SODIUM,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_SUGAR_SWEETENERS,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
READING_LABEL_INFO_VITAMINS_MINERALS,TRUE,Diet,survey_response,single,Limited source descriptions. No value labels provided; encoding unknown.
CESD_ITEM_APPETITE_POOR,TRUE,Psychosocial,survey_response,single,
CESD_ITEM_BOTHERED_BY_THINGS,TRUE,Psychosocial,survey_response,single,
CESD_ITEM_COULD_NOT_GET_GOING,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q21 in Year 25 exam but Q20 in Years 30 and 35 exams.
CESD_ITEM_COULD_NOT_SHAKE_BLUES,TRUE,Psychosocial,survey_response,single,
CESD_ITEM_ENJOYED_LIFE,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q17 in Year 25 exam but Q16 in Years 30 and 35 exams.
CESD_ITEM_EVERYTHING_EFFORT,TRUE,Psychosocial,survey_response,single,
CESD_ITEM_FELT_AS_GOOD_AS_OTHERS,TRUE,Psychosocial,survey_response,single,
CESD_ITEM_FELT_DEPRESSED,TRUE,Psychosocial,survey_response,single,
CESD_ITEM_FELT_DISLIKED,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q20 in Year 25 exam but Q19 in Years 30 and 35 exams.
CESD_ITEM_FELT_FEARFUL,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q11 in Year 25 exam but Q10 in Years 30 and 35 exams.
CESD_ITEM_FELT_HAPPY,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q13 in Year 25 exam but Q12 in Years 30 and 35 exams.
CESD_ITEM_FELT_HOPEFUL,TRUE,Psychosocial,survey_response,single,
CESD_ITEM_FELT_LIFE_FAILURE,TRUE,Psychosocial,survey_response,single,"Minor wording difference across exams: 'life was a failure' (Years 20, 30) vs. 'life had been a failure' (Years 25, 35)."
CESD_ITEM_FELT_LONELY,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q15 in Year 25 exam but Q14 in Years 30 and 35 exams.
CESD_ITEM_FELT_SAD,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q19 in Year 25 exam but Q18 in Years 30 and 35 exams.
CESD_ITEM_HAD_CRYING_SPELLS,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q18 in Year 25 exam but Q17 in Years 30 and 35 exams.
CESD_ITEM_PEOPLE_UNFRIENDLY,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q16 in Year 25 exam but Q15 in Years 30 and 35 exams.
CESD_ITEM_SLEEP_RESTLESS,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q12 in Year 25 exam but Q11 in Years 30 and 35 exams.
CESD_ITEM_TALKED_LESS_THAN_USUAL,TRUE,Psychosocial,survey_response,single,Question number inconsistency across exams: labeled Q14 in Year 25 exam but Q13 in Years 30 and 35 exams.
CESD_ITEM_TROUBLE_CONCENTRATING,TRUE,Psychosocial,survey_response,single,
CESD_TOTAL_SCORE,TRUE,Psychosocial,derived_score,single,"Value labels in source data appear to be copied from item-level response options (1–4 frequency scale), which is inconsistent with a summed total score. Derivation formula not provided in source descriptions. Limited source descriptions."
FORM36_EXAM_DATE,TRUE,Administrative,process_admin,single,Value labels in source data appear to be copied from item-level response options and are not applicable to a date variable.
